"Book_book_name","Book_rating","Book_cover","Book_cover_url","Book_Detail"
"容疑者Xの献身","8.9","https://img3.doubanio.com/view/subject/l/public/s3325642.jpg","https://book.douban.com/subject/3260301/","東野圭吾 / 文藝春秋 / 2008-08-05 / 660円"
"學生街殺人 : 東野圭吾作品集19","6.9","https://img1.doubanio.com/view/subject/l/public/s27225269.jpg","https://book.douban.com/subject/25825155/","東野圭吾 / 王蘊潔 / 皇冠 / 2014-3-3 / NT$350"
"东野圭吾天王套装 : (解忧杂货店+白夜行+嫌疑人X的献身+恶意)","9.4","https://img3.doubanio.com/view/subject/l/public/s28516882.jpg","https://book.douban.com/subject/26745556/","东野圭吾 / 南海出版公司 / 2014-6-1"
"再見了，忍老師 : 浪花少年偵探團 2","6.5","https://img1.doubanio.com/view/subject/l/public/s23129088.jpg","https://book.douban.com/subject/20057030/","東野圭吾 / 王蘊潔 / 皇冠文化出版有限公司 / 2012-11-12 / NT$260"
"拉普拉斯的魔女","6.5","https://img3.doubanio.com/view/subject/l/public/s28382211.jpg","https://book.douban.com/subject/26667747/","東野圭吾 / 王蘊潔 / 台灣角川 / 2016-1-29 / NT$399"
"再一個謊言 : 東野圭吾作品集37","7.2","https://img3.doubanio.com/view/subject/l/public/s33486331.jpg","https://book.douban.com/subject/25831985/","東野圭吾 / 鍾蕙淳 / 獨步文化 / 2014-4-29 / NT$280"
"科学？","8.0","https://img1.doubanio.com/view/subject/l/public/s33461307.jpg","https://book.douban.com/subject/34449302/","[日]东野圭吾 / 冯锦源 / 新星出版社 / 2019-9 / 42.00元"
"瀕死之眼","6.2","https://img3.doubanio.com/view/subject/l/public/s3983030.jpg","https://book.douban.com/subject/3993357/","東野圭吾 / 張凌虛 / 高寶國際 / 2009年09月30日 / NT$ 300"
"流星の絆","7.7","https://img3.doubanio.com/view/subject/l/public/s2957523.jpg","https://book.douban.com/subject/3002679/","東野圭吾 / 講談社 / 2008-03-05 / 1,785円"
"鸟人计划","7.1","https://img1.doubanio.com/view/subject/l/public/s28119037.jpg","https://book.douban.com/subject/26276287/","[日] 东野圭吾 / 星野空 / 南海出版公司 / 2015-8 / 35.00"
"偵探俱樂部 : 東野圭吾作品集10","6.6","https://img3.doubanio.com/view/subject/l/public/s33444395.jpg","https://book.douban.com/subject/6817917/","東野圭吾 / 王蘊潔 / 皇冠文化 / 2011-9-19 / NTD260元"
"毒笑小说","7.4","https://img3.doubanio.com/view/subject/l/public/s28283606.jpg","https://book.douban.com/subject/26599492/","[日]东野圭吾 / 李盈春 / 南海出版公司 / 2015-9 / 32.00"
"毕业","7.4","https://img3.doubanio.com/view/subject/l/public/s30007923.jpg","https://book.douban.com/subject/30317422/","[日]东野圭吾 / 黄真 / 南海出版公司 / 2019-3 / 49.50元"
"異變13秒","7.2","https://img1.doubanio.com/view/subject/l/public/s4454667.jpg","https://book.douban.com/subject/5243329/","東野圭吾 / 劉子倩 / 皇冠文化 / 2010-8-30 / NT$320"
"名偵探的守則 : 東野圭吾作品集22","7.7","https://img3.doubanio.com/view/subject/l/public/s29956852.jpg","https://book.douban.com/subject/4248182/","東野圭吾 / 林依俐 / 獨步文化 / 2010-4-2 / 104.00元"
"宿命","7.5","https://img3.doubanio.com/view/subject/l/public/s1503874.jpg","https://book.douban.com/subject/1488490/","東野圭吾 / Higashino Keigo / 張智淵 / 商周出版 / 2005.11"
"黑笑小說 : 東野圭吾作品集26","7.6","https://img3.doubanio.com/view/subject/l/public/s29946805.jpg","https://book.douban.com/subject/5560532/","東野圭吾 / 阿夜 / 獨步文化 / 2011-2 / NTD260元"
"秘密","8.2","https://img3.doubanio.com/view/subject/l/public/s3337595.jpg","https://book.douban.com/subject/3277269/","东野圭吾 / 文芸春秋 / 発行年月 ： １９９８．９ / 税込価格： ¥2,000 （本体 ： ¥1,905）"
"濒死之眼","5.8","https://img1.doubanio.com/view/subject/l/public/s27775869.jpg","https://book.douban.com/subject/25968458/","(日)东野圭吾 / 匡匡 / 上海译文出版社 / 2014-10-1 / 35.00"
"變身 : 東野圭吾作品集30","7.3","https://img3.doubanio.com/view/subject/l/public/s33486336.jpg","https://book.douban.com/subject/10430745/","東野圭吾 / 葉韋利 / 獨步文化 / 2012-3-8 / NT$360"
"第十年的情人节","6.6","https://img1.doubanio.com/view/subject/l/public/s29630257.jpg","https://book.douban.com/subject/27170349/","[日]东野圭吾 / 朱田云 / 人民文学出版社 / 2017-10 / 39.9元"
"圣女的救济 : 第二版","7.7","https://img3.doubanio.com/view/subject/l/public/s4392925.jpg","https://book.douban.com/subject/4753983/","[日]东野圭吾 / 袁斌 / 当代世界出版社 / 2010年6月 / 25.00元"
"在大雪封閉的山莊裡 : 東野圭吾作品集18","7.0","https://img3.doubanio.com/view/subject/l/public/s27093245.jpg","https://book.douban.com/subject/25744200/","東野圭吾 / 王蘊潔 / 皇冠 / 2013-11 / NT$250"
"ナミヤ雑貨店の奇蹟","8.3","https://img3.doubanio.com/view/subject/l/public/s8959060.jpg","https://book.douban.com/subject/10442376/","東野圭吾 / 角川書店 / 2012-3 / JPY 1728"
"我殺了他 : 東野圭吾作品集34","7.3","https://img1.doubanio.com/view/subject/l/public/s33486347.jpg","https://book.douban.com/subject/24699997/","東野圭吾 / 劉姿君 / 獨步文化 / 2013-6-27 / NT$360"
"預知夢 : 東野圭吾作品集10","7.2","https://img3.doubanio.com/view/subject/l/public/s2391662.jpg","https://book.douban.com/subject/2069452/","東野圭吾 / 杜信彰 / 獨步文化 / 2007 / 260新台币"
"惡意 : 東野圭吾作品集01","8.5","https://img1.doubanio.com/view/subject/l/public/s33486329.jpg","https://book.douban.com/subject/21247901/","東野圭吾 / 婁美蓮 / 獨步文化 / 2009-9-30 / NT$ 216"
"魔球 : 東野圭吾作品集12","7.5","https://img3.doubanio.com/view/subject/l/public/s8958992.jpg","https://book.douban.com/subject/10537469/","東野圭吾 / 王蘊潔 / 皇冠 / 2012-4 / NT280"
"操縱彩虹的少年 : 東野圭吾作品集23","5.9","https://img3.doubanio.com/view/subject/l/public/s28501713.jpg","https://book.douban.com/subject/26715395/","東野圭吾 / 王蘊潔 / 皇冠 / 2016-3-7 / NT$340"
"白馬山莊殺人事件 : 東野圭吾作品集8","6.8","https://img1.doubanio.com/view/subject/l/public/s4582719.jpg","https://book.douban.com/subject/5449280/","東野圭吾 / 林冠汾 / 皇冠 / 2011-1-10 / NT280"
"绑架游戏","7.6","https://img3.doubanio.com/view/subject/l/public/s24506211.jpg","https://book.douban.com/subject/6831054/","(日) 东野圭吾 / 郑悦 / 上海译文出版社 / 2011-9 / 22.00元"
"东野圭吾精选集","8.3","https://img3.doubanio.com/view/subject/l/public/s8854164.jpg","https://book.douban.com/subject/6853466/","东野圭吾 / 赵峻 / 南海出版社 / 2012-6-18 / 247.80元"
"時生","7.9","https://img1.doubanio.com/view/subject/l/public/s3211558.jpg","https://book.douban.com/subject/3170231/","東野圭吾 / 講談社 / 2005-8-12 / 790 （税込）"
"天空之蜂 : 東野圭吾作品集15","6.5","https://img3.doubanio.com/view/subject/l/public/s24930526.jpg","https://book.douban.com/subject/20507503/","東野圭吾 / 王蘊潔 / 皇冠 / 2013-2 / NT$280"
"偵探伽利略","7.5","https://img3.doubanio.com/view/subject/l/public/s1386372.jpg","https://book.douban.com/subject/1364512/","東野圭吾 / 張麗嫺 / 商周 / 2005-3-8 / NT$ 260"
"當祈禱落幕時 : 東野圭吾作品集39","7.9","https://img3.doubanio.com/view/subject/l/public/s28259582.jpg","https://book.douban.com/subject/26417396/","東野圭吾 / 劉姿君 / 獨步文化 / 2015-7-30 / NT$399"
"夢幻花","7.0","https://img3.doubanio.com/view/subject/l/public/s25810124.jpg","https://book.douban.com/subject/21872883/","東野圭吾 / PHP研究所 / 2013-4-18 / JPY 1680"
"時生 : 東野圭吾作品集29","7.5","https://img3.doubanio.com/view/subject/l/public/s33486341.jpg","https://book.douban.com/subject/6963584/","東野圭吾 / 阿夜 / 獨步文化 / 2011-11 / 399新台币"
"濒死之眼","6.0","https://img3.doubanio.com/view/subject/l/public/s24576836.jpg","https://book.douban.com/subject/20375529/","(日)东野圭吾 / 匡匡 / 上海译文出版社 / 2013-1 / 26.00元"
"东野圭吾精品集(全4册) : 四大巅峰杰作","9.1","https://img3.doubanio.com/view/subject/l/public/s27312454.jpg","https://book.douban.com/subject/25710267/","[日] 东野圭吾 / 刘子倩 / 南海出版公司 / 2013-8 / 135.00元"
"圣诞阿姨","6.8","https://img1.doubanio.com/view/subject/l/public/s4185089.jpg","https://book.douban.com/subject/4287244/","[日] 东野圭吾 著 / 杉田比吕美 绘 / 王多佳 / 中国书籍出版社 / 2009-12 / 22.00元"
"幻夜","7.7","https://img3.doubanio.com/view/subject/l/public/s3086666.jpg","https://book.douban.com/subject/2311875/","東野圭吾 / 集英社 / 2004-01 / 1,890円（税込）"
"湖邊兇殺案 : 東野圭吾作品集03","7.3","https://img3.doubanio.com/view/subject/l/public/s2724833.jpg","https://book.douban.com/subject/2268655/","東野圭吾 / 張秋明 / 獨步文化 / 2006 / HK$73"
"綁架遊戲 : 東野圭吾作品集02","7.5","https://img3.doubanio.com/view/subject/l/public/s2171761.jpg","https://book.douban.com/subject/2000671/","東野圭吾 / 陳岳夫 / 獨步文化 / 2006.9 / NTD280.00"
"毒笑小說 : 東野圭吾作品集25","8.0","https://img3.doubanio.com/view/subject/l/public/s4576550.jpg","https://book.douban.com/subject/5415453/","東野圭吾 / 林佩瑾 / 獨步文化 / 2010-12-30 / NT$320"
"白银杰克","5.6","https://img3.doubanio.com/view/subject/l/public/s29562271.jpg","https://book.douban.com/subject/26878946/","[日] 东野圭吾 / 郑悦 / 上海译文出版社 / 2017-1 / 38"
"湖邊兇殺案","7.5","https://img3.doubanio.com/view/subject/l/public/s1386360.jpg","https://book.douban.com/subject/1363820/","東野圭吾 / 张秋明 / 商周 / 20040921 / NT$ 220"
"以眨眼乾杯","6.1","https://img3.doubanio.com/view/subject/l/public/s7660825.jpg","https://book.douban.com/subject/10482024/","東野圭吾 / 袁斌 / 時報文化出版企業股份有限公司 / 2012-2-12 / NT$260"
"禁忌的魔術 : 東野圭吾作品集30","7.9","https://img1.doubanio.com/view/subject/l/public/s29983607.jpg","https://book.douban.com/subject/30259680/","東野圭吾 / 王蘊潔 / 皇冠 / 2018-7-30 / NTD350.00元"
"マスカレード・ホテル","7.2","https://img3.doubanio.com/view/subject/l/public/s7035901.jpg","https://book.douban.com/subject/6857736/","東野圭吾 / 集英社 / 2011-9-9 / JPY 1680"
"东野圭吾在坏笑","6.1","https://img3.doubanio.com/view/subject/l/public/s28361982.jpg","https://book.douban.com/subject/26668248/","东野圭吾 / 南海出版公司 / 2015-12-1 / CNY 125.50"
"劫持白銀","5.4","https://img3.doubanio.com/view/subject/l/public/s26334315.jpg","https://book.douban.com/subject/21418945/","東野圭吾 / 緋華璃 / 三采文化 / 2013-5-3 / NT$380"
"虚像の道化師","7.2","https://img3.doubanio.com/view/subject/l/public/s11149403.jpg","https://book.douban.com/subject/10876760/","東野圭吾 / 文藝春秋 / 2012-8-10 / JPY 1418"
"希望の糸","8.9","https://img3.doubanio.com/view/subject/l/public/s33470366.jpg","https://book.douban.com/subject/30479190/","東野圭吾 / 講談社 / 2019-7-5 / JPY 1836"
"容疑者Xの献身","9.0","https://img3.doubanio.com/view/subject/l/public/s3325641.jpg","https://book.douban.com/subject/1948818/","東野圭吾 / 文藝春秋 / 2005-08-25 / 税込価格：¥1,680 （本体：¥1,600）"
"探偵ガリレオ","7.9","https://img3.doubanio.com/view/subject/l/public/s3258560.jpg","https://book.douban.com/subject/3215008/","東野圭吾 / 文藝春秋 / 2002-2-10 / 543.00円"
"假面飯店: 前夜","7.1","https://img1.doubanio.com/view/subject/l/public/s29834167.jpg","https://book.douban.com/subject/26683627/","東野圭吾 / 陳系美 / 三采 / 2016-2-3 / NT$380"
"只差一个谎言","6.8","https://img3.doubanio.com/view/subject/l/public/s33132344.jpg","https://book.douban.com/subject/30358486/","[日]东野圭吾 / 黄真 / 南海出版公司 / 2019-6-1 / 49.50"
"名偵探的枷鎖 : 東野圭吾作品集36","6.7","https://img1.doubanio.com/view/subject/l/public/s27182768.jpg","https://book.douban.com/subject/25761200/","東野圭吾 / 王華懋 / 獨步文化 / 2014-1-2 / NT$280"
"杜鵑鳥的蛋是誰的 : 東野圭吾作品集35","6.4","https://img1.doubanio.com/view/subject/l/public/s27105517.jpg","https://book.douban.com/subject/25727720/","東野圭吾 / 王華懋 / 獨步文化 / 2013-11-1 / NT$360"
"放學後 : 東野圭吾作品集40","7.8","https://img1.doubanio.com/view/subject/l/public/s33472547.jpg","https://book.douban.com/subject/26922986/","東野圭吾 / 張秋明 / 獨步文化 / 2017-1-5 / NT320"
"パラレルワールド·ラブストーリー","7.3","https://img1.doubanio.com/view/subject/l/public/s3912808.jpg","https://book.douban.com/subject/3897732/","東野圭吾 / 中央公論社 / 1995-2-7 / JPY 1631"
"日本获奖推理小说选","6.8","https://img3.doubanio.com/view/subject/l/public/s4631323.jpg","https://book.douban.com/subject/4249570/","东野圭吾、森村诚一、小林久三 等 / 李重民 / 九州出版社 / 2010-2 / 30.00元"
"予知夢","7.4","https://img3.doubanio.com/view/subject/l/public/s4277250.jpg","https://book.douban.com/subject/3215014/","東野圭吾 / 文藝春秋 / 2003 / 505.00円"
"祈りの幕が下りる時","7.3","https://img3.doubanio.com/view/subject/l/public/s27053343.jpg","https://book.douban.com/subject/24878585/","東野圭吾 / 講談社 / 2013-9-13 / JPY 1785"
"虛像的丑角 : 東野圭吾作品集27","7.6","https://img1.doubanio.com/view/subject/l/public/s29497707.jpg","https://book.douban.com/subject/27083939/","東野圭吾 / 王蘊潔 / 皇冠 / 2017-7-31 / NT$420"
"没有凶手的暗夜","6.8","https://img1.doubanio.com/view/subject/l/public/s29711387.jpg","https://book.douban.com/subject/27181606/","东野圭吾 / 袁斌 / 人民文学出版社 / 2018-1 / 39.00元"
"白金数据 : （漫画版）","7.0","https://img3.doubanio.com/view/subject/l/public/s29862192.jpg","https://book.douban.com/subject/30270227/","[日] 东野圭吾 著 / [日] 浅井莲次 绘 / 赵婉宁 / 北京联合出版公司 / 2018-10 / 35.00"
"圣诞妈妈","8.1","https://img3.doubanio.com/view/subject/l/public/s29609962.jpg","https://book.douban.com/subject/26931367/","[日]东野圭吾 著 / [日]杉田比吕美 绘 / 赵峻 / 新星出版社 / 2016-11-30 / 35.00"
"どちらかが彼女を殺した : 加賀恭一郎シリーズ","7.9","https://img3.doubanio.com/view/subject/l/public/s4378356.jpg","https://book.douban.com/subject/3420292/","東野圭吾 / 講談社 / 1999/05 / 620円"
"殺人の門 : 角川文庫","8.4","https://img1.doubanio.com/view/subject/l/public/s3921577.jpg","https://book.douban.com/subject/3420303/","東野圭吾 / 角川書店 / 2006/06 / 780円"
"宿命 : 講談社文庫","7.6","https://img3.doubanio.com/view/subject/l/public/s6787053.jpg","https://book.douban.com/subject/3420237/","東野圭吾 / 講談社 / 1993/07 / 650円"
"名侦探事件簿 : 私家侦探小说阅读","7.4","https://img1.doubanio.com/view/subject/l/public/s7000008.jpg","https://book.douban.com/subject/6985776/","（英）约瑟芬·铁伊 / （美）达希尔·哈米特 / （美）劳伦斯·布洛克 / （英）阿瑟·柯南·道尔 / （法）保罗·霍尔特 / （日）仁木悦子 / （日）西泽保彦 / （日）东野圭吾 / （日）江户川乱步 / （日）小栗虫太郎 / 新星出版社 / 2012-1-1 / 320.00元"
"虚像小丑 : 神探伽利略7","6.4","https://img1.doubanio.com/view/subject/l/public/s29402809.jpg","https://book.douban.com/subject/26878944/","[日]东野圭吾 / 郑悦 / 上海译文出版社 / 2017-1"
"虚无的十字架","7.8","https://img1.doubanio.com/view/subject/l/public/s29804217.jpg","https://book.douban.com/subject/30246080/","[日] 东野圭吾 / 王蕴洁 / 湖南文艺出版社 / 2018-7 / 49.8"
"レイクサイド","7.8","https://img1.doubanio.com/view/subject/l/public/s3382927.jpg","https://book.douban.com/subject/3317499/","東野圭吾 / 文藝春秋 / 2006/02 / 495円"
"空中杀人现场","5.3","https://img1.doubanio.com/view/subject/l/public/s32323947.jpg","https://book.douban.com/subject/30487091/","[日]东野圭吾 / 杨婉蘅 / 南海出版公司 / 2019-6 / 35.00"
"超・殺人事件―推理作家の苦悩 : 新潮文庫","9.5","https://img1.doubanio.com/view/subject/l/public/s4022307.jpg","https://book.douban.com/subject/3420316/","東野圭吾 / 新潮社 / 2004/04 / 460円"
"白金數據 : 東野圭吾作品集26","6.6","https://img1.doubanio.com/view/subject/l/public/s29479219.jpg","https://book.douban.com/subject/27068459/","東野圭吾 / 王蘊潔 / 皇冠 / 2017-7-3 / NT$399"
"鳥人計畫 : 東野圭吾作品集11","6.2","https://img1.doubanio.com/view/subject/l/public/s33444398.jpg","https://book.douban.com/subject/10430736/","東野圭吾 / 高詹燦 / 皇冠文化出版有限公司 / 2012-1-30 / NT$260"
"歪笑小说 : 东野圭吾 笑的小说04","7.5","https://img3.doubanio.com/view/subject/l/public/s29860163.jpg","https://book.douban.com/subject/30285335/","[日]东野圭吾 / 王丽丽 / 北京十月文艺出版社 / 2018-11 / 49.50元"
"殺人之門","8.0","https://img3.doubanio.com/view/subject/l/public/s1448345.jpg","https://book.douban.com/subject/1434340/","東野圭吾 / 張智淵 / 商周出版 / 2005 / NT360"
"魔力的胎動","7.0","https://img3.doubanio.com/view/subject/l/public/s29910534.jpg","https://book.douban.com/subject/30225642/","[日] 东野圭吾 / 王蘊潔 / 臺灣角川 / 2018-7-30 / NT$350"
"惡意 : 東野圭吾作品集01","7.4","https://img3.doubanio.com/view/subject/l/public/s28259590.jpg","https://book.douban.com/subject/26438826/","東野圭吾 / 婁美蓮 / 獨步文化 / 2015-7-30 / NT$320"
"戀愛纜車 : 東野圭吾作品集28","7.1","https://img3.doubanio.com/view/subject/l/public/s29900893.jpg","https://book.douban.com/subject/27205001/","東野圭吾 / 王蘊潔 / 皇冠 / 2017-12-25 / NT$350"
"冷酷的代課老師","5.9","https://img3.doubanio.com/view/subject/l/public/s29214256.jpg","https://book.douban.com/subject/26858274/","東野圭吾 / 王蘊潔 / 春天 / 2016-10-4 / NT$260"
"禁忌魔术 : 神探伽利略8","6.6","https://img3.doubanio.com/view/subject/l/public/s29402802.jpg","https://book.douban.com/subject/26878945/","东野圭吾 / 叶娉 / 上海译文出版社 / 2017-1 / 38"
"Malice: A Mystery : A Mystery","8.1","https://img3.doubanio.com/view/subject/l/public/s27647764.jpg","https://book.douban.com/subject/26158580/","Keigo Higashino / Alexander O. Smith / Minotaur Books / 2014-10-7 / USD 24.99"
"梦回都灵","4.2","https://img1.doubanio.com/view/subject/l/public/s29711388.jpg","https://book.douban.com/subject/27181608/","东野圭吾 / 赵秀娟 / 人民文学出版社 / 2018-1 / 35.00元"
"绑架游戏","","https://img3.doubanio.com/view/subject/l/public/s33485185.jpg","https://book.douban.com/subject/34662076/","[日] 东野圭吾 / 陈岳夫 / 人民文学出版社 / 2019-11-1"
"나미야 잡화점의 기적","8.7","https://img3.doubanio.com/view/subject/l/public/s29397762.jpg","https://book.douban.com/subject/26995655/","히가시노 게이고 / 東野圭吾 / 양윤옥 / 현대문학 / 2012-12-19 / 14,800원"
"11文字の殺人","6.4","https://img3.doubanio.com/view/subject/l/public/s3584134.jpg","https://book.douban.com/subject/2268797/","東野圭吾 / 光文社 / 1990-12 / 72.00元"
"濒死之眼","6.1","https://img3.doubanio.com/view/subject/l/public/s29449796.jpg","https://book.douban.com/subject/26961113/","[日] 东野圭吾 / 匡匡 / 上海译文出版社 / 2017-4 / 38"
"รัก ลวง ตาย : B fiction044","8.9","https://img3.doubanio.com/view/subject/l/public/s3261450.jpg","https://book.douban.com/subject/3218499/","ฮิงาชิโนะ เคโงะ / 東野圭吾 / วงศ์สิริ มิยาจิ / Nation books / 19 November 2006 / THB225.00 บาท"
"パラドックス13","7.5","https://img3.doubanio.com/view/subject/l/public/s3689360.jpg","https://book.douban.com/subject/3612153/","東野圭吾 / 毎日新聞社 / 2009年04月15日 / 1,785円（税込）"
"空中殺人現場 : 空姐偵探事件簿","5.8","https://img3.doubanio.com/view/subject/l/public/s4146971.jpg","https://book.douban.com/subject/4248221/","东野圭吾 / 浦川雅流&佳彌 / SAKURA / 长鸿出版社 / 2005-12-21 / NT100"
"放學後(全)","7.8","https://img3.doubanio.com/view/subject/l/public/s6796052.jpg","https://book.douban.com/subject/6744643/","原作：東野圭吾 / 漫畫：霜月加代子 / 梵赫辛 / 尖端出版 / 2011-7-14 / NTD140元"
"変身 : 講談社文庫","7.4","https://img3.doubanio.com/view/subject/l/public/s4022316.jpg","https://book.douban.com/subject/3420280/","東野圭吾 / 講談社 / 1994/06 / 620円"
"放課後 : 第３１回江戸川乱歩賞受賞作","7.6","https://img1.doubanio.com/view/subject/l/public/s4036987.jpg","https://book.douban.com/subject/4114646/","東野圭吾 / 講談社 / 1985年 / 1000円"
"流星の絆","8.9","https://img1.doubanio.com/view/subject/l/public/s6917528.jpg","https://book.douban.com/subject/6539059/","東野圭吾 / 講談社 / 2011-4 / 880"
"仮面山荘殺人事件 : 講談社文庫","7.0","https://img3.doubanio.com/view/subject/l/public/s4163852.jpg","https://book.douban.com/subject/3420443/","東野圭吾 / 講談社 / 1995-3 / 560円"
"ある閉ざされた雪の山荘で : 講談社文庫","6.9","https://img3.doubanio.com/view/subject/l/public/s6787054.jpg","https://book.douban.com/subject/3420441/","東野圭吾 / 講談社 / 1996-1 / 560円"
"當年，我們就是一群蠢蛋！","6.4","https://img3.doubanio.com/view/subject/l/public/s29921340.jpg","https://book.douban.com/subject/26635626/","東野圭吾 / 陳系美 / 三采文化 / 2015-12-4 / NT$350"
"片想い : 文春文庫","7.1","https://img1.doubanio.com/view/subject/l/public/s4485068.jpg","https://book.douban.com/subject/3420243/","東野圭吾 / 文藝春秋 / 2004/8/4 / 107.00元"
"分身","7.6","https://img1.doubanio.com/view/subject/l/public/s4019567.jpg","https://book.douban.com/subject/4091111/","東野圭吾 / 集英社 / 1993年09月 / JPY1,631円（税込）"
"秘密","8.4","https://img3.doubanio.com/view/subject/l/public/s28284512.jpg","https://book.douban.com/subject/4047710/","東野 圭吾 / 文藝春秋 / 2001-5 / JPY 734"
"雪煙追逐 : 東野圭吾作品集29","6.1","https://img1.doubanio.com/view/subject/l/public/s29900889.jpg","https://book.douban.com/subject/27205000/","東野圭吾 / 王蘊潔 / 皇冠 / 2017-12-25 / NT$399"
"同級生 : 東野圭吾作品集21","6.3","https://img3.doubanio.com/view/subject/l/public/s27967130.jpg","https://book.douban.com/subject/26276573/","東野圭吾 / 王蘊潔 / 皇冠 / 2015-1-5 / NT$300"
"危險維納斯 : 東野圭吾作品集31","6.8","https://img1.doubanio.com/view/subject/l/public/s29991647.jpg","https://book.douban.com/subject/30380074/","東野圭吾 / 王蘊潔 / 皇冠 / 2018-12-26 / NT$420.00"
"백야행 3","","https://img1.doubanio.com/view/subject/l/public/s3947509.jpg","https://book.douban.com/subject/3991335/","히가시노 게이고 / 東野圭吾 / 정태원 / 태동출판사 / 2000년 11월 01일 / 9,000원"
"我的老师是侦探","","https://img1.doubanio.com/view/subject/l/public/s33321209.jpg","https://book.douban.com/subject/33442266/","[日]东野圭吾 / 代珂 / 南海出版公司 / 2019-7 / 39.50"
"天使之耳：交通警察之夜","7.3","https://img3.doubanio.com/view/subject/l/public/s32326953.jpg","https://book.douban.com/subject/33446545/","[日] 东野圭吾 / 朱田云 / 人民文学出版社 / 2019-5 / 48.00"
"聖誕老婆婆","7.5","https://img3.doubanio.com/view/subject/l/public/s2373805.jpg","https://book.douban.com/subject/1370047/","東野圭吾 / 杉田比呂美 / 陳惠莉 / 尖端出版 / 20021101 / NT$ 220"
"Naoko : A Novel","","https://img3.doubanio.com/view/subject/l/public/s2595644.jpg","https://book.douban.com/subject/1918430/","東野圭吾 / Kerim Yasar / Vertical / 2004-10 / USD 14.95"
"白夜行 : 2018年經典回歸版","9.2","https://img3.doubanio.com/view/subject/l/public/s29952322.jpg","https://book.douban.com/subject/27203432/","東野圭吾 / 劉姿君 / 獨步文化 / 2017-12-30 / NT800"
"백야행 1","","https://img1.doubanio.com/view/subject/l/public/s3947508.jpg","https://book.douban.com/subject/3991334/","히가시노 게이고 / 東野圭吾 / 정태원 / 태동출판사 / 2000년 11월 01일 / 9,000원"
"使命と魂のリミット","7.2","https://img3.doubanio.com/view/subject/l/public/s2761084.jpg","https://book.douban.com/subject/2300707/","東野圭吾 / 新潮社 / 2006/12/07 / 1,680円"
"東野圭吾ミステリー 快笑小説","8.3","https://img3.doubanio.com/f/shire/5522dd1f5b742d1e1394a17f44d590646b63871d/pics/book-default-lpic.gif","https://book.douban.com/subject/21248990/","橋本 多佳子 / つじい もとこ / 東野 圭吾 / 宙出版 / 2006-10 / JPY 500"
"大概是最後的招呼 : 東野圭吾作品集31","7.2","https://img3.doubanio.com/view/subject/l/public/s10233584.jpg","https://book.douban.com/subject/10740064/","東野圭吾 / 劉姿君 / 獨步文化 / 2012-6-5 / NT$280"
"新参者 : 加賀恭一郎シリーズ第8弾","8.3","https://img3.doubanio.com/view/subject/l/public/s3968272.jpg","https://book.douban.com/subject/3991321/","東野圭吾 / 講談社 / 2009年09月18日 / JPY1,680円（税込）"
"同級生 : 講談社文庫","6.6","https://img3.doubanio.com/view/subject/l/public/s4440782.jpg","https://book.douban.com/subject/3420294/","東野圭吾 / 講談社 / 1996/08 / 700円"
"眠りの森 : 加賀恭一郎系列第二彈","7.0","https://img3.doubanio.com/view/subject/l/public/s4148104.jpg","https://book.douban.com/subject/4249871/","東野圭吾 / 講談社 / 1989年05月 / JPY1,264円"
"當時的某人 : 東野圭吾作品集41","6.4","https://img1.doubanio.com/view/subject/l/public/s29900888.jpg","https://book.douban.com/subject/27592175/","東野圭吾 / 劉姿君 / 獨步文化 / 2018-1-4 / NT$320"
"Under the Midnight Sun","9.4","https://img3.doubanio.com/view/subject/l/public/s28792493.jpg","https://book.douban.com/subject/26812658/","Keigo Higashino / 東野圭吾 / Minotaur Books / 2016-11-8 / GBP 18.51"
"プラチナデータ","7.4","https://img3.doubanio.com/view/subject/l/public/s4396341.jpg","https://book.douban.com/subject/4891189/","東野圭吾 / 幻冬舎 / 2010-7 / JPY 1680"
"探偵倶楽部 : 侦探俱乐部","6.7","https://img3.doubanio.com/view/subject/l/public/s3337061.jpg","https://book.douban.com/subject/3222885/","东野圭吾 / 角川書店 / 2005-10-25 / 540"
"幻夜","7.5","https://img3.doubanio.com/view/subject/l/public/s8435976.jpg","https://book.douban.com/subject/2286700/","東野 圭吾 / 集英社 / 2007 / 952円"
"宿命 : （原商周版改版）","7.4","https://img3.doubanio.com/view/subject/l/public/s3050502.jpg","https://book.douban.com/subject/3055109/","東野圭吾 / Higashino Keigo / 張智淵 / 獨步文化 / 2006.10.01 / NTD280"
"伽利略的苦惱 : 東野圭吾作品集19","7.3","https://img1.doubanio.com/view/subject/l/public/s29946807.jpg","https://book.douban.com/subject/4074517/","東野圭吾 / 葉韋利 / 獨步文化 / 2009年11月 / NTD300元"
"偵探伽利略 : 東野圭吾作品集04","7.3","https://img3.doubanio.com/view/subject/l/public/s1877014.jpg","https://book.douban.com/subject/1898829/","東野圭吾 / 張麗嫺 / 獨步文化 / 2006 / NT$260"
"眠りの森 : 講談社文庫","7.0","https://img3.doubanio.com/view/subject/l/public/s4144291.jpg","https://book.douban.com/subject/3420229/","東野圭吾 / 講談社 / 1992/04 / JPY 5.80"
"手紙","8.1","https://img3.doubanio.com/view/subject/l/public/s3888780.jpg","https://book.douban.com/subject/3868214/","東野圭吾 / 毎日新聞社 / 2003年03月 / JPY1,680円（税込）"
